No,tensorflow_elapsed,torch_elapsed,mindspore_elapsed,tensorflow_fps,torch_fps,mindspore_fps,complexity,diff_tf_torch_max,diff_torch_mindspore_max,diff_tf_mindspore_max,fitness,channels,model,fail_time
0,4.13728858,0.001765606,0.046403567,0.241704194,566.3777783,21.55006733,1,0,0,0,1.00E-09,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  ,0
1,0.027897062,0.005609293,0.007700625,35.84606895,178.2756013,129.8595914,2,0,0,0,1.00E-09,0:1 1:1 2:3 3:1 4:1 5:2 ,from:0 to:1 operator:-1  from:0 to:3 operator:-1  from:1 to:2 operator:-1  from:3 to:4 operator:-1  from:3 to:5 operator:12  from:4 to:5 operator:-1  from:5 to:2 operator:-1  ,0
2,0.086455543,0.007249625,0.071211227,11.56663841,137.9381616,14.04272948,2,0,0,0,1.00E-09,0:1 1:1 2:1 ,from:0 to:1 operator:1  from:1 to:2 operator:-1  ,0
3,0.020583224,0.000750942,0.000590771,48.58325287,1331.660491,1692.704681,1,0,0,0,1.00E-09,0:1 1:1 2:1 3:1 4:1 5:1 ,from:0 to:1 operator:-1  from:1 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:2 operator:-1  ,0
4,0.018520277,0.000375437,0.000374901,53.99487277,2663.565432,2667.370081,1,0,0,0,1.00E-09,0:1 1:1 2:1 3:1 4:1 5:1 ,from:0 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:1 operator:-1  from:1 to:2 operator:-1  ,0
5,0.022465826,0.001849505,0.001109911,44.5120513,540.6851756,900.9730365,1,0,0,0,1.00E-09,0:1 1:1 2:2 3:1 4:1 5:1 ,from:0 to:1 operator:-1  from:0 to:3 operator:-1  from:1 to:2 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:2 operator:-1  ,0
6,0.028430527,0.002790662,0.001673043,35.17345976,358.3379746,597.7133492,1,0,0,0,1.00E-09,0:1 1:1 2:2 3:1 4:1 5:1 6:1 7:1 8:1 ,from:0 to:3 operator:-1  from:0 to:6 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:1 operator:-1  from:1 to:2 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:2 operator:-1  ,0
7,0.034136042,0.005245493,0.005255816,29.29455032,190.6398577,190.2654281,1,0,0,0,1.00E-09,0:1 1:1 2:3 3:1 4:1 5:2 6:1 7:1 8:1 ,from:0 to:1 operator:-1  from:0 to:3 operator:-1  from:1 to:2 operator:-1  from:3 to:4 operator:-1  from:3 to:6 operator:-1  from:4 to:5 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:5 operator:-1  from:5 to:2 operator:-1  ,0
8,0.020148294,0.000849524,0.003742086,49.63199354,1177.130361,267.2306466,2,1.79E-07,1.19E-07,1.19E-07,1.00E-09,0:1 1:1 2:1 3:1 4:1 5:1 ,from:0 to:3 operator:-1  from:3 to:4 operator:9  from:4 to:5 operator:-1  from:5 to:1 operator:-1  from:1 to:2 operator:-1  ,0
9,0.019753633,0.006112986,0.010184309,50.62359904,163.5861689,98.19026075,2,0,0,0,1.00E-09,0:1 1:1 2:1 ,from:0 to:1 operator:2  from:1 to:2 operator:-1  ,0
10,0.034524593,0.009505657,0.006839291,28.96486028,105.2005188,146.2139821,2,0,0,0,1.00E-09,0:1 1:1 2:3 3:1 4:1 5:2 6:1 7:1 8:1 ,from:0 to:1 operator:1  from:0 to:3 operator:-1  from:1 to:2 operator:-1  from:3 to:4 operator:-1  from:3 to:6 operator:-1  from:4 to:5 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:5 operator:-1  from:5 to:2 operator:-1  ,0
11,0.019504391,0.000573051,0.001087147,51.27050712,1745.044886,919.8389672,2,1.19E-07,1.19E-07,1.19E-07,1.00E-09,0:1 1:1 2:1 3:1 4:1 5:1 ,from:0 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:1 operator:-1  from:1 to:2 operator:9  ,0
12,0.022401544,0.006255459,0.0074762,44.63977966,159.8603705,133.7577851,2,0,0,0,1.00E-09,0:1 1:1 2:1 3:1 4:1 5:1 ,from:0 to:1 operator:1  from:1 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:2 operator:-1  ,0
13,0.040388123,0.010008442,0.006652294,24.75975417,99.91564905,150.3240899,2,0,0,0,1.00E-09,0:1 1:1 2:3 3:1 4:1 5:2 6:1 7:1 8:1 9:1 10:1 11:1 ,from:0 to:1 operator:1  from:0 to:3 operator:-1  from:1 to:6 operator:-1  from:3 to:4 operator:-1  from:3 to:9 operator:-1  from:4 to:5 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:2 operator:-1  from:9 to:10 operator:-1  from:10 to:11 operator:-1  from:11 to:5 operator:-1  from:5 to:2 operator:-1  ,0
14,0.030645934,0.0063351,0.004252859,32.63075624,157.8507008,235.1359187,2,0,0,0,1.00E-09,0:1 1:1 2:2 3:1 4:1 5:1 ,from:0 to:1 operator:1  from:0 to:3 operator:-1  from:1 to:2 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:2 operator:-1  ,0
15,0.039365047,0.00964997,0.005745577,25.40324691,103.6272691,174.0469326,2,0,0,0,1.00E-09,0:1 1:1 2:4 3:1 4:1 5:2 6:1 7:1 8:2 9:1 10:1 11:1 ,from:0 to:1 operator:-1  from:0 to:3 operator:-1  from:1 to:6 operator:-1  from:3 to:4 operator:-1  from:3 to:5 operator:12  from:4 to:5 operator:-1  from:5 to:2 operator:-1  from:6 to:7 operator:-1  from:6 to:9 operator:-1  from:7 to:8 operator:-1  from:9 to:10 operator:-1  from:10 to:11 operator:-1  from:11 to:8 operator:-1  from:8 to:2 operator:-1  ,0
16,0.029460111,0.004479015,0.001109293,33.94420374,223.2633615,901.4753025,1,0,0,0,1.00E-09,0:1 1:2 2:2 3:1 4:1 5:2 6:1 7:1 8:1 ,from:0 to:3 operator:-1  from:3 to:4 operator:-1  from:3 to:6 operator:-1  from:4 to:5 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:5 operator:-1  from:5 to:1 operator:-1  from:1 to:2 operator:-1  ,0
17,0.035706419,0.010977548,0.002528203,28.00616847,91.09502732,395.5379021,2,0,0,0,1.00E-09,0:1 1:1 2:2 3:1 4:1 5:2 6:1 7:1 8:1 9:1 10:1 11:1 ,from:0 to:1 operator:1  from:1 to:3 operator:-1  from:3 to:6 operator:-1  from:3 to:9 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:4 operator:-1  from:4 to:5 operator:-1  from:9 to:10 operator:-1  from:10 to:11 operator:-1  from:11 to:5 operator:-1  from:5 to:2 operator:-1  ,0
18,0.038110669,0.001222379,0.000995267,26.23937161,818.0771661,1004.755323,1,0,0,0,0.103660678,0:1 1:1 2:2 3:1 4:1 5:1 6:1 7:1 8:1 ,from:0 to:1 operator:-1  from:0 to:3 operator:-1  from:1 to:6 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:2 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:2 operator:-1  ,0
19,0.049893086,0.01023759,0.003039482,20.0428573,97.67923505,329.0034235,2,0,0,0,0.075414304,0:1 1:1 2:4 3:1 4:1 5:2 6:1 7:1 8:2 9:1 10:1 11:1 12:1 13:1 14:1 ,from:0 to:1 operator:-1  from:0 to:3 operator:-1  from:1 to:6 operator:-1  from:3 to:4 operator:-1  from:3 to:5 operator:12  from:4 to:5 operator:-1  from:5 to:2 operator:-1  from:6 to:7 operator:-1  from:6 to:9 operator:-1  from:7 to:8 operator:-1  from:9 to:12 operator:-1  from:12 to:13 operator:-1  from:13 to:14 operator:-1  from:14 to:10 operator:-1  from:10 to:11 operator:-1  from:11 to:8 operator:-1  from:8 to:2 operator:-1  ,0
20,0.028543797,0.004843235,0.004906191,35.03388105,206.473565,203.8241254,2,0,0,0,0.082418751,0:1 1:1 2:3 3:1 4:1 5:2 ,from:0 to:1 operator:-1  from:0 to:3 operator:-1  from:1 to:2 operator:-1  from:3 to:4 operator:-1  from:3 to:5 operator:8  from:4 to:5 operator:-1  from:5 to:2 operator:-1  ,0
21,0.037398566,0.011693805,0.006932284,26.7389928,85.51536823,144.2526065,2,0,0,0,0.069503025,0:1 1:1 2:3 3:1 4:1 5:2 6:1 7:1 8:1 ,from:0 to:1 operator:2  from:0 to:3 operator:-1  from:1 to:2 operator:-1  from:3 to:4 operator:-1  from:3 to:6 operator:-1  from:4 to:5 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:5 operator:-1  from:5 to:2 operator:-1  ,0
22,0.014390389,0.000465902,0.006524301,69.49082264,2146.371827,153.2731214,2,0,0,0,0.158394665,0:1 1:1 2:1 ,from:0 to:1 operator:11  from:1 to:2 operator:-1  ,0
23,0.033102787,0.006822961,0.008585457,30.2089367,146.5639249,116.4760394,2,2.86E-06,0,2.86E-06,0.404681911,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:7  ,0
24,0.046521386,0.005614355,0.006426696,21.49549021,178.1148437,155.600956,2,3.81E-06,0,3.81E-06,0.289020505,0:1 1:1 2:1 3:1 4:1 5:1 ,from:0 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:1 operator:-1  from:1 to:2 operator:7  ,0
25,0.042439171,0.00645252,0.00904132,23.56313693,154.978201,110.6033239,2,3.81E-06,0,3.81E-06,0.233322266,0:1 1:1 2:2 3:1 4:1 5:1 ,from:0 to:1 operator:-1  from:0 to:3 operator:-1  from:1 to:2 operator:7  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:2 operator:-1  ,0
26,0.019407934,0.000528617,0.000401774,51.52532061,1891.7294,2488.958846,2,0,0,0,0.220958656,0:1 1:1 2:1 3:1 4:1 5:1 ,from:0 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:12  from:5 to:1 operator:-1  from:1 to:2 operator:-1  ,0
27,0.073729616,0.021527359,0.023878232,13.56307084,46.45251597,41.87914812,4,3.81E-06,5.96E-08,3.81E-06,0.397930806,0:1 1:1 2:6 3:1 4:5 5:5 6:1 7:2 8:5 9:1 10:1 11:2 12:2 13:2 14:4 ,from:0 to:1 operator:-1  from:0 to:3 operator:-1  from:1 to:2 operator:7  from:3 to:6 operator:-1  from:6 to:8 operator:11  from:6 to:9 operator:-1  from:9 to:10 operator:-1  from:9 to:11 operator:10  from:10 to:11 operator:-1  from:11 to:7 operator:-1  from:7 to:12 operator:-1  from:12 to:13 operator:-1  from:12 to:14 operator:10  from:13 to:14 operator:-1  from:14 to:8 operator:-1  from:8 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:2 operator:-1  ,0
28,0.044107689,0.003620519,0.018132134,22.67178426,276.2034715,55.15070544,2,3.81E-06,0,3.81E-06,0.195312843,0:1 1:1 2:1 3:1 4:1 5:1 ,from:0 to:1 operator:-1  from:1 to:3 operator:-1  from:3 to:4 operator:7  from:4 to:5 operator:-1  from:5 to:2 operator:-1  ,0
29,0.030986023,0.00337443,0.005771385,32.27261516,296.3463151,173.2686476,2,3.81E-06,0,3.81E-06,0.197918741,0:1 1:1 2:1 ,from:0 to:1 operator:7  from:1 to:2 operator:-1  ,0
30,0.019189004,0.000566528,0.001022507,52.11317938,1765.137265,977.9879972,2,1.19E-07,1.19E-07,1.19E-07,0.490408672,0:1 1:1 2:1 3:1 4:1 5:1 ,from:0 to:1 operator:-1  from:1 to:3 operator:-1  from:3 to:4 operator:9  from:4 to:5 operator:-1  from:5 to:2 operator:-1  ,0
31,0.03241077,0.001358382,0.001927164,30.85394172,736.1697245,518.897095,2,1.79E-07,1.19E-07,1.19E-07,0.42884471,0:1 1:1 2:2 3:1 4:1 5:1 6:1 7:1 8:1 ,from:0 to:1 operator:-1  from:0 to:3 operator:-1  from:1 to:6 operator:-1  from:3 to:4 operator:9  from:4 to:5 operator:-1  from:5 to:2 operator:-1  from:6 to:7 operator:9  from:7 to:8 operator:-1  from:8 to:2 operator:-1  ,0
32,0.037276149,0.001524984,0.000937945,26.82680567,655.7446256,1066.160358,1,0,0,0,0.095151581,0:1 1:2 2:2 3:1 4:1 5:2 6:1 7:1 8:1 9:1 10:1 11:1 ,from:0 to:3 operator:-1  from:3 to:4 operator:-1  from:3 to:6 operator:-1  from:4 to:5 operator:-1  from:6 to:9 operator:-1  from:9 to:10 operator:-1  from:10 to:11 operator:-1  from:11 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:5 operator:-1  from:5 to:1 operator:-1  from:1 to:2 operator:-1  ,0
33,0.042075199,0.003405922,0.001737129,23.76697014,293.6062461,575.6625056,1,0,0,0,0.064772929,0:1 1:1 2:3 3:1 4:1 5:2 6:1 7:1 8:1 9:1 10:1 11:1 ,from:0 to:1 operator:-1  from:0 to:3 operator:-1  from:1 to:2 operator:-1  from:3 to:4 operator:-1  from:3 to:6 operator:-1  from:4 to:5 operator:-1  from:6 to:9 operator:-1  from:9 to:10 operator:-1  from:10 to:11 operator:-1  from:11 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:5 operator:-1  from:5 to:2 operator:-1  ,0
34,0.040852142,0.004245333,0.001960311,24.47852087,235.5527616,510.1231165,2,1.79E-07,1.19E-07,1.19E-07,0.409699714,0:1 1:1 2:2 3:1 4:1 5:1 6:1 7:1 8:1 9:1 10:1 11:1 12:1 13:1 14:1 ,from:0 to:1 operator:-1  from:0 to:3 operator:-1  from:1 to:6 operator:-1  from:3 to:4 operator:9  from:4 to:9 operator:-1  from:6 to:7 operator:9  from:7 to:12 operator:-1  from:9 to:10 operator:-1  from:10 to:11 operator:-1  from:11 to:5 operator:-1  from:5 to:2 operator:-1  from:12 to:13 operator:-1  from:13 to:14 operator:-1  from:14 to:8 operator:-1  from:8 to:2 operator:-1  ,0
35,0.041655021,0.004949142,0.007914526,24.0067099,202.0552157,126.3499483,2,3.81E-06,0,3.81E-06,0.235226827,0:1 1:1 2:1 3:1 4:1 5:1 ,from:0 to:3 operator:-1  from:3 to:4 operator:7  from:4 to:5 operator:-1  from:5 to:1 operator:-1  from:1 to:2 operator:-1  ,0
36,0.03026236,0.001236202,0.004691144,33.0443491,808.9291572,213.1676415,2,1.79E-07,1.19E-07,1.19E-07,0.399159627,0:1 1:1 2:2 3:1 4:1 5:1 6:1 7:1 8:1 ,from:0 to:1 operator:-1  from:0 to:3 operator:-1  from:1 to:6 operator:-1  from:3 to:4 operator:9  from:4 to:5 operator:-1  from:5 to:2 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:2 operator:-1  ,0
37,0.06145631,0.012950654,0.002812433,16.27172224,77.21617681,355.5640187,1,0,0,0,0.043711253,0:1 1:1 2:4 3:1 4:2 5:2 6:1 7:2 8:2 9:1 10:1 11:2 12:1 13:1 14:2 15:1 16:1 17:1 18:1 19:1 20:1 ,from:0 to:1 operator:-1  from:0 to:3 operator:-1  from:1 to:6 operator:-1  from:3 to:9 operator:-1  from:6 to:12 operator:-1  from:9 to:10 operator:-1  from:9 to:15 operator:-1  from:10 to:11 operator:-1  from:12 to:13 operator:-1  from:12 to:18 operator:-1  from:13 to:14 operator:-1  from:15 to:16 operator:-1  from:16 to:17 operator:-1  from:17 to:11 operator:-1  from:11 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:2 operator:-1  from:18 to:19 operator:-1  from:19 to:20 operator:-1  from:20 to:14 operator:-1  from:14 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:2 operator:-1  ,0
38,0.077032728,0.017374187,0.013323876,12.98149533,57.55665073,75.05323483,5,2.86E-06,5.96E-08,2.86E-06,0.372043999,0:1 1:1 2:4 3:1 4:3 5:3 6:1 7:1 8:3 9:1 10:1 11:2 ,from:0 to:1 operator:-1  from:0 to:3 operator:-1  from:1 to:2 operator:7  from:3 to:6 operator:-1  from:6 to:7 operator:3  from:6 to:8 operator:11  from:7 to:9 operator:-1  from:9 to:10 operator:-1  from:9 to:11 operator:10  from:10 to:11 operator:-1  from:11 to:8 operator:-1  from:8 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:2 operator:-1  ,0
39,0.052242229,0.010117234,0.013558137,19.14160295,98.84124718,73.75644478,2,2.96E-05,4.29E-06,2.67E-05,0.382885609,0:1 1:1 2:3 3:1 4:1 5:3 6:1 7:2 8:2 9:1 10:1 11:2 ,from:0 to:1 operator:-1  from:1 to:3 operator:-1  from:3 to:4 operator:-1  from:3 to:6 operator:-1  from:4 to:5 operator:-1  from:6 to:9 operator:-1  from:9 to:10 operator:-1  from:9 to:11 operator:14  from:10 to:11 operator:-1  from:11 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:5 operator:-1  from:5 to:2 operator:-1  ,0
40,0.044020704,0.005838715,0.007285018,22.71658355,171.2705756,137.268012,2,3.81E-06,0,3.81E-06,0.077179575,0:1 1:1 2:2 3:1 4:1 5:1 ,from:0 to:1 operator:-1  from:0 to:3 operator:-1  from:1 to:2 operator:-1  from:3 to:4 operator:7  from:4 to:5 operator:-1  from:5 to:2 operator:-1  ,0
41,0.036701363,0.002827098,0.007426708,27.24694479,353.7196516,134.6491607,2,1.19E-07,1.19E-07,1.19E-07,0.071195884,0:1 1:1 2:2 3:1 4:1 5:1 6:1 7:1 8:1 9:1 10:1 11:1 ,from:0 to:3 operator:-1  from:0 to:6 operator:-1  from:3 to:4 operator:9  from:4 to:5 operator:-1  from:5 to:1 operator:-1  from:1 to:9 operator:-1  from:6 to:7 operator:9  from:7 to:8 operator:-1  from:8 to:2 operator:-1  from:9 to:10 operator:9  from:10 to:11 operator:-1  from:11 to:2 operator:-1  ,0
42,0.019316007,0.001359359,0.000870625,51.77053312,735.640647,1148.600728,2,0,0,0,0.134844669,0:1 1:1 2:2 ,from:0 to:1 operator:-1  from:0 to:2 operator:12  from:1 to:2 operator:-1  ,0
43,0.039354699,0.006558526,0.002041631,25.40992644,152.4732772,489.8043842,2,0,0,0,0.071483395,0:1 1:1 2:3 3:1 4:1 5:3 6:1 7:2 8:2 9:1 10:1 11:2 ,from:0 to:1 operator:-1  from:1 to:3 operator:-1  from:3 to:4 operator:-1  from:3 to:6 operator:-1  from:4 to:5 operator:-1  from:6 to:9 operator:-1  from:9 to:10 operator:-1  from:9 to:11 operator:8  from:10 to:11 operator:-1  from:11 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:5 operator:-1  from:5 to:2 operator:-1  ,0
44,0.027144297,0.001271429,0.002689218,36.84015095,786.5168732,371.855292,3,1.19E-07,1.19E-07,1.19E-07,0.112130652,0:1 1:1 2:2 3:1 4:1 5:1 ,from:0 to:1 operator:-1  from:0 to:2 operator:11  from:1 to:3 operator:-1  from:3 to:4 operator:9  from:4 to:5 operator:-1  from:5 to:2 operator:-1  ,0
45,0.036326086,0.001000823,0.000439764,27.5284267,999.1781542,2273.946933,1,0,0,0,0.149102116,0:1 1:1 2:1 3:1 4:1 5:1 6:1 7:1 8:1 9:1 10:1 11:1 12:1 13:1 14:1 ,from:0 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:6 operator:-1  from:6 to:9 operator:-1  from:9 to:10 operator:-1  from:10 to:11 operator:-1  from:11 to:7 operator:-1  from:7 to:12 operator:-1  from:12 to:13 operator:-1  from:13 to:14 operator:-1  from:14 to:8 operator:-1  from:8 to:5 operator:-1  from:5 to:1 operator:-1  from:1 to:2 operator:-1  ,0
46,0.01555269,0.000336228,0.001162693,64.29755777,2974.172832,860.0723339,2,2.38E-07,5.96E-08,2.38E-07,0.195661528,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:10  ,0
47,0.029367615,0.000976205,0.001720179,34.05111324,1024.375137,581.3348926,3,1.19E-07,1.19E-07,1.19E-07,0.122459501,0:1 1:1 2:2 3:1 4:1 5:1 ,from:0 to:1 operator:-1  from:0 to:3 operator:-1  from:1 to:2 operator:12  from:3 to:4 operator:9  from:4 to:5 operator:-1  from:5 to:2 operator:-1  ,0
48,0.015020406,0.000287297,0.000447636,66.5760971,3480.716357,2233.960249,2,0,0,0,0.258271759,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:12  ,0
49,0.040876268,0.008208991,0.015043477,24.46407265,121.8176505,66.47399579,2,1.14E-05,0,1.14E-05,0.113832268,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:7  ,0
50,0.029758759,0.001108578,0.002517102,33.60355199,902.0561778,397.2822263,2,0,0,0,0.092779511,0:1 1:1 2:2 3:1 4:1 5:1 ,from:0 to:1 operator:-1  from:0 to:3 operator:-1  from:1 to:2 operator:-1  from:3 to:4 operator:11  from:4 to:5 operator:-1  from:5 to:2 operator:-1  ,0
51,0.039066053,0.002278525,0.003507358,25.59767172,438.8803424,285.114891,2,1.19E-07,1.19E-07,1.19E-07,0.075043674,0:1 1:1 2:2 3:1 4:1 5:1 6:1 7:1 8:1 9:1 10:1 11:1 ,from:0 to:3 operator:-1  from:0 to:6 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:1 operator:-1  from:1 to:9 operator:-1  from:6 to:7 operator:9  from:7 to:8 operator:-1  from:8 to:2 operator:-1  from:9 to:10 operator:9  from:10 to:11 operator:-1  from:11 to:2 operator:-1  ,0
52,0.036405148,0.001481578,0.000940243,27.46864263,674.9561387,1063.555093,1,0,0,0,0.094125984,0:1 1:1 2:2 3:1 4:1 5:1 6:1 7:1 8:1 9:1 10:1 11:1 ,from:0 to:1 operator:-1  from:0 to:3 operator:-1  from:1 to:2 operator:-1  from:3 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:9 operator:-1  from:9 to:10 operator:-1  from:10 to:11 operator:-1  from:11 to:8 operator:-1  from:8 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:2 operator:-1  ,0
53,0.079822166,0.018657415,0.025302759,12.52784848,53.59799258,39.52138126,5,3.05E-05,0.00012207,0.00012207,0.405772669,0:1 1:1 2:5 3:1 4:4 5:4 6:1 7:2 8:4 9:1 10:1 11:2 12:2 13:2 14:3 ,from:0 to:1 operator:-1  from:0 to:3 operator:-1  from:1 to:2 operator:7  from:3 to:6 operator:-1  from:6 to:8 operator:11  from:6 to:9 operator:-1  from:9 to:10 operator:-1  from:9 to:11 operator:10  from:10 to:11 operator:6  from:11 to:7 operator:-1  from:7 to:12 operator:-1  from:12 to:13 operator:-1  from:12 to:14 operator:10  from:13 to:14 operator:6  from:14 to:8 operator:-1  from:8 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:2 operator:-1  ,0
54,0.074587578,0.007774692,0.008953397,13.40705822,128.6224581,111.6894495,2,2.05E-05,5.72E-06,1.48E-05,0.130989879,0:1 1:3 2:3 3:1 4:1 5:3 6:1 7:2 8:2 9:1 10:1 11:2 ,from:0 to:3 operator:-1  from:3 to:4 operator:-1  from:3 to:6 operator:-1  from:4 to:5 operator:-1  from:6 to:9 operator:-1  from:9 to:10 operator:-1  from:9 to:11 operator:14  from:10 to:11 operator:-1  from:11 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:5 operator:-1  from:5 to:1 operator:-1  from:1 to:2 operator:-1  ,0
55,0.07699529,0.009436877,0.015034242,12.98780746,105.9672656,66.51482838,4,3.81E-06,5.96E-08,3.81E-06,0.078548271,0:1 1:1 2:4 3:1 4:3 5:3 6:1 7:2 8:3 9:1 10:1 11:2 12:2 13:2 14:2 ,from:0 to:1 operator:-1  from:0 to:3 operator:-1  from:1 to:2 operator:7  from:3 to:6 operator:-1  from:6 to:8 operator:11  from:6 to:9 operator:-1  from:9 to:10 operator:-1  from:9 to:11 operator:10  from:10 to:11 operator:-1  from:11 to:7 operator:-1  from:7 to:12 operator:-1  from:12 to:13 operator:-1  from:13 to:14 operator:-1  from:14 to:8 operator:-1  from:8 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:2 operator:-1  ,0
56,0.028927789,0.001751034,0.001886126,34.56883613,571.0912721,530.18737,2,1.19E-07,1.19E-07,1.19E-07,0.089359011,0:1 1:1 2:1 3:1 4:1 5:1 6:1 7:1 8:1 ,from:0 to:3 operator:-1  from:3 to:4 operator:9  from:4 to:5 operator:-1  from:5 to:1 operator:-1  from:1 to:6 operator:-1  from:6 to:7 operator:9  from:7 to:8 operator:-1  from:8 to:2 operator:-1  ,0
57,0.107267686,0.042188181,0.021707898,9.322471993,23.7033213,46.0661829,3,2.38E-07,5.96E-08,2.38E-07,0.045909239,0:1 1:1 2:10 3:1 4:5 5:5 6:1 7:5 8:5 9:1 10:2 11:5 12:1 13:2 14:5 15:1 16:1 17:2 18:2 19:2 20:4 21:1 22:1 23:2 24:2 25:2 26:4 ,from:0 to:1 operator:-1  from:0 to:3 operator:-1  from:1 to:6 operator:-1  from:3 to:9 operator:-1  from:6 to:12 operator:-1  from:9 to:11 operator:11  from:9 to:15 operator:-1  from:12 to:14 operator:11  from:12 to:21 operator:-1  from:15 to:16 operator:-1  from:15 to:17 operator:10  from:16 to:17 operator:-1  from:17 to:10 operator:-1  from:10 to:18 operator:-1  from:18 to:19 operator:-1  from:18 to:20 operator:10  from:19 to:20 operator:-1  from:20 to:11 operator:-1  from:11 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:2 operator:-1  from:21 to:22 operator:-1  from:21 to:23 operator:10  from:22 to:23 operator:-1  from:23 to:13 operator:-1  from:13 to:24 operator:-1  from:24 to:25 operator:-1  from:24 to:26 operator:10  from:25 to:26 operator:-1  from:26 to:14 operator:-1  from:14 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:2 operator:-1  ,0
58,0.054892158,0.002779192,0.003504951,18.21753842,359.8167724,285.3106539,2,1.19E-07,1.19E-07,1.19E-07,0.059629113,0:1 1:1 2:2 3:1 4:1 5:1 6:1 7:1 8:1 9:1 10:1 11:1 12:1 13:1 14:1 15:1 16:1 17:1 18:1 19:1 20:1 ,from:0 to:1 operator:-1  from:0 to:3 operator:-1  from:1 to:6 operator:-1  from:3 to:4 operator:9  from:4 to:9 operator:-1  from:6 to:7 operator:9  from:7 to:12 operator:-1  from:9 to:15 operator:-1  from:12 to:18 operator:-1  from:15 to:16 operator:-1  from:16 to:17 operator:-1  from:17 to:10 operator:-1  from:10 to:11 operator:-1  from:11 to:5 operator:-1  from:5 to:2 operator:-1  from:18 to:19 operator:-1  from:19 to:20 operator:-1  from:20 to:13 operator:-1  from:13 to:14 operator:-1  from:14 to:8 operator:-1  from:8 to:2 operator:-1  ,0
59,0.05219038,0.005598072,0.002750611,19.16061919,178.6329305,363.5555971,2,1.19E-07,1.19E-07,1.19E-07,0.05880084,0:1 1:1 2:4 3:1 4:1 5:2 6:1 7:1 8:2 9:1 10:1 11:1 12:1 13:1 14:1 ,from:0 to:1 operator:-1  from:0 to:3 operator:-1  from:1 to:6 operator:-1  from:3 to:4 operator:9  from:3 to:9 operator:-1  from:4 to:5 operator:-1  from:6 to:7 operator:9  from:6 to:12 operator:-1  from:7 to:8 operator:-1  from:9 to:10 operator:-1  from:10 to:11 operator:-1  from:11 to:5 operator:-1  from:5 to:2 operator:-1  from:12 to:13 operator:-1  from:13 to:14 operator:-1  from:14 to:8 operator:-1  from:8 to:2 operator:-1  ,0
